"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcformat","dcformatextent","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","Unnamed: 28"
"Consell Econòmic i Social de Barcelona","Barcelona","2010","2009","2009","","application/pdf","12 p.",11486.0,"","consells","","http://hdl.handle.net/11703/87142","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Política fiscal","Sector públic. Hisenda","dictàmens. ordenances fiscals","","Dictamen sobre les Ordenances fiscals 2010","","text",""
"Sindicatura de Greuges de Barcelona","","2017. 2018","2017-09-22","2017-12-20","","application/pdf","4 p.","","","","","http://hdl.handle.net/11703/106743","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Escoles bressol. Preus. Reclamacions","Educació","dictàmens","","Decisió de la síndica de greuges referent a la queixa presentada en matèria d'educació - tarifació econòmica escoles bressol","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2011. 2012. 2013. 2014. 2015. 2016. 2017. 2018. 2019. 2020","2011","2011","","application/pdf","8 p.",17635.0,"","consells","","http://hdl.handle.net/11703/87120","cat","Consell Econòmic i Social de Barcelona","","","CC-BY","openAccess","Consell Econòmic i Social de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Infraestructures urbanes. Ordenació del territori. Disseny urbà","Economia","dictàmens","Pla Estratègic Metropolità de Barcelona 2010-2014","Dictamen sobre ""Barcelona Visió 2020, una proposta estratègica"" del Pla Estratègic Metropolità de Barcelona","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2008|2009|2010|2011","2009","2009","","application/pdf","8 p.",17636.0,"","consells","","http://hdl.handle.net/11703/87117","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Ocupació","Economia","dictàmens","","Dictamen del CESB sobre l'addenda al pacte per a l'ocupació de qualitat a Barcelona 2008-11","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2002-02-27","2002","","application/pdf","4 p.",16580.0,"Núm. Exp. 607/00","consells","","http://hdl.handle.net/11703/87301","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Estimació de la base imposable","Hisenda","dictàmens","","Aplicació retroactiva del valor cadastral per falta de constància de l'alteració en document notarial o registre públic (607/00)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2007-10-24","2007","","application/pdf","5 p.",16591.0,"Núm. Exp. 279/7","consells","","http://hdl.handle.net/11703/87223","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Exempció d'impostos","Hisenda","dictàmens","","Béns d'antiguitat igual o superior a 50 anys no inclosos en un conjunt històric (279/7)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2012-10-01","2012","","application/pdf","5 p.",16779.0,"Núm. Exp. 76/12","consells","","http://hdl.handle.net/11703/87327","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua. Estimació de la base imposable","Hisenda","dictàmens","","L'Ajuntament calcula l'increment de valor en aplicació de la Llei (76/12)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2012-01-11","2012","","application/pdf","4 p.",16587.0,"Núm. Exp. 147/11","consells","","http://hdl.handle.net/11703/87175","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Estimació de la base imposable","Hisenda","dictàmens","","Valor cadastral notificat amb posterioritat a la liquidació (147/11)","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2006","2005","2005","","application/pdf","11 p.",11491.0,"","consells","","http://hdl.handle.net/11703/87138","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Política fiscal","Sector públic. Hisenda","dictàmens. ordenances fiscals","","Dictamen sobre les Ordenances fiscals 2006","","text",""
"Sindicatura de Greuges de Barcelona","Barcelona","","2014-07-11","2014","","application/pdf","28 p.",17058.0,"","","","http://hdl.handle.net/11703/89048","cat","Sindicatura de Greuges de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Transport públic","Transport","dictàmens","","Decisió de la Síndica de Greuges en la investigació d'ofici sobre el sistema de control del frau en el transport públic col·lectiu de Barcelona","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2003","2003","2003","","application/pdf","12 p.",17627.0,"","consells","","http://hdl.handle.net/11703/87126","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Pressupostos municipals","Sector públic. Economia","dictàmens. pressupostos","","Dictamen sobre els pressupostos generals 2003","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2008-05-19","2008","","application/pdf","5 p.",16755.0,"Núm. Exp. 221/7","consells","","http://hdl.handle.net/11703/87201","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua","Hisenda","dictàmens","","Valor cadastral. Reducció en els valors resultants de la revisió cadastral de 2001 (221/7)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2007-02-19","2007","","application/pdf","23 p.",16935.0,"Núm. Exp. 547/5","consells","","http://hdl.handle.net/11703/87285","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Espais públics","Hisenda","dictàmens","","Fet imposable. Concepte d'aprofitament especial (547/5)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2003-07-09","2003","","application/pdf","4 p.",16675.0,"Núm. Exp. 931/2","consells","","http://hdl.handle.net/11703/87350","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Exempció d'impostos","Hisenda","dictàmens","","Exempció d'impostos. Església catòlica (931/2)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2003-02-24","2003","","application/pdf","7 p.",18724.0,"Núm. Exp. 152/2","consells","","http://hdl.handle.net/11703/87178","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Inspecció fiscal. Delictes fiscals","Hisenda","dictàmens","","Omissió d’ingrés del deute tributari per falta d’autoliquidació, amb presentació de declaració. Responsabilitat del subjecte passiu per ignorància de la norma (152/2)","","text",""
"Sindicatura de Greuges de Barcelona","","","2016-09-29","2016-10-03","","application/pdf","6 p.","","","","","http://hdl.handle.net/11703/98370","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","","dictàmens","","Actuació d'ofici de la síndica de greuges enmarcada en el programa de visites als barris, corresponent aquesta al Poblenou","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2002-09-18","2002","","application/pdf","7 p.",16780.0,"Núm. Exp. 271/1","consells","","http://hdl.handle.net/11703/87220","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua. Exempció d'impostos","Hisenda","dictàmens","","Redempció de censos (271/1)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","1999-09-22","1999","","application/pdf","3 p.",17022.0,"Núm. Exp. 735/99","consells","","http://hdl.handle.net/11703/87323","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Sancions econòmiques","Hisenda","dictàmens","","Pagament. Rebuig. Per exigir-se el pagament conjunt d'altres deutes (735/99)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2003-11-17","2003","","application/pdf","4 p.",16599.0,"Núm. Exp. 787/3","consells","","http://hdl.handle.net/11703/87332","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Exempció d'impostos","Hisenda","dictàmens","","Liquidacions. Liquidació provisional d'ofici corresponent a l'exercici d'alta en el padró del tribut (787/3)","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2012","2012","2012","","application/pdf","32 p.",11496.0,"","consells","","http://hdl.handle.net/11703/87381","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Pressupostos municipals","Economia","dictàmens","","Dictamen sobre els pressupostos generals de l'Ajuntament de Barcelona : 2012","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2008. 2009. 2010. 2011","2008","2008","Podeu consultar la versió en català a: http://hdl.handle.net/11703/87382","application/pdf","22 p.",17616.0,"","consells","","http://hdl.handle.net/11703/87383","cas","Consell Econòmic i Social de Barcelona","http://hdl.handle.net/11703/87382","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","Planificació estratègica","Sector públic","dictàmens","Programa d'Actuació Municipal (PAM) 2008-2011 (Barcelona)","Dictamen sobre el documento base del Programa d'Actuación Municipal : 2008-2011 : resumen ejecutivo","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2012-12-10","2012","","application/pdf","4 p.",16487.0,"Núm. Exp. 58/12","consells","","http://hdl.handle.net/11703/87296","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos sobre activitats econòmiques. Exempció d'impostos","Hisenda","dictàmens","","Impostos sobre activitats econòmiques. Inici d'activitat (58/12)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2001-02-07","2001","","application/pdf","5 p.",16480.0,"Núm. Exp. 569/00","consells","","http://hdl.handle.net/11703/87292","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos sobre activitats econòmiques. Exempció d'impostos","Hisenda","dictàmens","","Entitat col·laborada de la Seguretat Social (569/00)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2001-10-01","2001","","application/pdf","6 p.",16490.0,"Núm. Exp. 91/1","consells","","http://hdl.handle.net/11703/87347","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos sobre activitats econòmiques. Exempció d'impostos","Hisenda","dictàmens","","Llei 30/1994. Assistència psicopatológica (91/1)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2007-02-21","2007","","application/pdf","3 p.",16823.0,"Núm. Exp. 347/6","consells","","http://hdl.handle.net/11703/87237","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Vehicles. Impostos locals","Hisenda","dictàmens","","Titularitat del vehicle apte per circular (347/6)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2014-04-09","2014","","application/pdf","4 p.",16724.0,"Núm. Exp. 444/13","consells","","http://hdl.handle.net/11703/87274","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua. Procediment administratiu","Hisenda","dictàmens","","Sense aceptació d'herència no hi ha transmissió (444/13)","","text",""
"Consell Tributari Municipal (Barcelona)","","","2016-11-03","2017-01","","application/pdf","8 p.","","Ref. 239/16","consells","","http://hdl.handle.net/11703/100004","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Impostos immobiliaris","Hisenda","dictàmens","","Efectes retroactius de la variació d'ordre físic del valor cadastral en les liquidacions de l'impost sobre béns immobles","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2013-10-16","2013","","application/pdf","4 p.",16933.0,"Núm. Exp. 109/13","consells","","http://hdl.handle.net/11703/87161","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals","Hisenda","dictàmens","","Actuació il·legal de la Inspecció: art. 24 TRLRHL i procediment d'estimació indirecta (109/13)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2011-09-07","2011","","application/pdf","7 p.",16687.0,"Núm. Exp. 57/11","consells","","http://hdl.handle.net/11703/87293","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris","Hisenda","dictàmens","","Transmissió de llicència (57/11)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2009-07-22","2009","","application/pdf","8 p.",16618.0,"Núm. Exp. 333/7","consells","","http://hdl.handle.net/11703/87234","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris","Hisenda","dictàmens","","Alienació per subhasta judicial amb cessió de la rematada (333/7)","","text",""
"Consell de Ciutat de Barcelona","Barcelona","2008. 2009. 2010. 2011","2011-12","2011-12","","application/pdf","18 p.",9448.0,"","consells","","http://hdl.handle.net/11703/87367","cat","Consell de Ciutat de Barcelona","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","Planificació estratègica","Sector públic","dictàmens","Programa d'Actuació Municipal (PAM) 2008-2011 (Barcelona)","Dictamen final sobre el seguiment del Programa d'Actuació Municipal (PAM) 2008-2011","","text",""
"Sindicatura de Greuges de Barcelona","Barcelona","","2013-06-10","2013","","application/pdf","8 p.",17233.0,"","","","http://hdl.handle.net/11703/87111","cat","Sindicatura de Greuges de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Funcionaris i empleats municipals. Drets dels treballadors","Sector públic","dictàmens","","Decisió de la Síndica de Greuges referent a la Queixa presentada en matèria de règim laboral","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2005-11-28","2005","","application/pdf","12 p.",16833.0,"Núm. Exp. 559/4","consells","","http://hdl.handle.net/11703/87288","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Procediment administratiu","Hisenda","dictàmens. preus públics","","Preu públic per al servei de recollida de residus comercials. Fet imposable (559/4)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2001-10-01","2001","","application/pdf","7 p.",16772.0,"Núm. Exp. 267/1. Impost sobre l'increment de valor dels terrenys de naturalesa urbana - Exempcions","consells","","http://hdl.handle.net/11703/87219","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua. Exempció d'impostos","Hisenda","dictàmens","","Organismes autònoms de caràcter no administratiu (267/1)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2013-10-30","2013","","application/pdf","5 p.",16499.0,"Núm. Exp. 183/13","consells","","http://hdl.handle.net/11703/87190","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos sobre activitats econòmiques. Exempció d'impostos","Hisenda","dictàmens","","Dictamen relacionat amb la Llei 49/2002. Exclusivament associacions declarades d'utilitat pública (183/13)","","text",""
"Sindicatura de Greuges de Barcelona","Barcelona","","2013-07-22","2013","","application/pdf","6 p.",17063.0,"Núm. Exp. 13Q000201-AG","","","http://hdl.handle.net/11703/87112","cat","Sindicatura de Greuges de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Obres públiques","Urbanisme i infraestructures","dictàmens","","Decisió de la Síndica de Greuges referent a la queixa presentada en matèria d'infraestructures i obres","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2004-11-03","2004","","application/pdf","22 p.",16934.0,"Núm. Exp. 383/3","consells","","http://hdl.handle.net/11703/87255","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Estimació de la base imposable","Hisenda","dictàmens","","Taxes per a la utilització privativa o l'aprofitament especial del domini públic municipal. Fet imposable. Concepte d'aprofitament especial; Interpretació de les normes. Normes tributàries (383/3)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2008-04-30","2008","","application/pdf","9 p.",16511.0,"Núm. Exp. 441/6","consells","","http://hdl.handle.net/11703/87273","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos sobre activitats econòmiques. Exempció d'impostos","Hisenda","dictàmens","","Subjectes passius de l'IS amb xifra de negocis inferior al milió d'euros (441/6)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2012-11-17","2012","","application/pdf","3 p.",16887.0,"Núm. Exp. 65/12","consells","","http://hdl.handle.net/11703/87303","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Sancions econòmiques. Impostos locals","Hisenda","dictàmens","","Terceria de domini. ""Aixecament del vel"" (65/12)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2004-01-28","2004","","application/pdf","4 p.",17054.0,"Núm. Exp. 830/2","consells","","http://hdl.handle.net/11703/87337","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Inspecció fiscal. Impostos locals","Hisenda","dictàmens","","Revisió d'actes. Revocació (830/2)","","text",""
"Sindicatura de Greuges de Barcelona","Barcelona","","2012-05-02","2012","","application/pdf","6 p.",17237.0,"Núm. Exp. 11Q000944-IM","","","http://hdl.handle.net/11703/89049","cat","Sindicatura de Greuges de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Funcionaris i empleats municipals","Sector públic","dictàmens","","Decisió de la Síndica de Greuges referent a la intervenció d'ofici en matèria de Funció Pública","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2005-02-21","2005","","application/pdf","4 p.",16929.0,"Núm. Exp. 102/4","consells","","http://hdl.handle.net/11703/87157","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals","Hisenda","dictàmens","","Subjecte passiu. Causant dels danys que motiven el servei (102/4)","","text",""
"Sindicatura de Greuges de Barcelona","","","2017-02-10","2017-02-17","","application/pdf","4 p.","","Exp.: 17OF000001-MS","","","http://hdl.handle.net/11703/100499","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics. Mobiliari urbà. Zones verdes","Urbanisme i infraestructures","dictàmens","","Actuació d'ofici de la Síndica de Greuges emmarcada en el programa de visites als barris, corresponent aquesta al de Les Tres Torres","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2011","2011","2011","","application/pdf","33 p.",11497.0,"","consells","","http://hdl.handle.net/11703/87380","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Pressupostos municipals","Economia","dictàmens","","Dictamen sobre els pressupostos generals de l'Ajuntament de Barcelona : 2011","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","1999-11-08","1999","","application/pdf","8 p.",16748.0,"Núm. Exp. 817/99","consells","","http://hdl.handle.net/11703/87336","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua. Estimació de la base imposable. Inspecció fiscal. Sancions econòmiques","Hisenda","dictàmens","","Error en la determinació del període impositiu per la Inspecció (817/99)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2002-06-17","2002","","application/pdf","4 p.",16521.0,"Núm. Exp. 702/1","consells","","http://hdl.handle.net/11703/87316","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos sobre activitats econòmiques. Deduccions fiscals","Hisenda","dictàmens","","Interpretació de les normes tributàries. Bonificació per inici d'activitat. Liquidació practicada per la Inspecció sense la presència del subjecte passiu. Interpretació restrictiva (702/1)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2013-11-20","2013","","application/pdf","4 p.",16789.0,"Núm. Exp. 159/13","consells","","http://hdl.handle.net/11703/87184","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua","Hisenda","dictàmens","","Autoliquidació. Termini per presentar-la (159/13)","","text",""
"Consell Tributari Municipal (Barcelona)","","","2016-11-23","2017-01","","application/pdf","6 p.","","Ref. 339/16","consells","","http://hdl.handle.net/11703/100141","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Vehicles","Hisenda","dictàmens","","Notificació de la liquidació de l'impost sobre vehicles de tracció mecànica, de l'exercici posterior a la data d'alta en el padró de l'impost","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","","2007","2007","","application/pdf","22 p.",17638.0,"","consells","","http://hdl.handle.net/11703/87149","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Barris. Integració social","Societat i benestar. Sector públic","dictàmens","","Dictamen. Els barris com a eix de la participació i la cohesió social de Barcelona","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","","2008","2008","","application/pdf","61 p.",17637.0,"","consells","","http://hdl.handle.net/11703/87119","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Economia","Economia","dictàmens","","Dictamen Exploratori sobre les repercussions socioeconòmiques de l'Àrea Metropolitana de Barcelona","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2003-09-10","2003","","application/pdf","4 p.",-19709.0,"Núm. Exp. 39/3","consells","","http://hdl.handle.net/11703/89378","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Procediment administratiu. Impostos locals","Hisenda","dictàmens","","Liquidacions. Expressió de tots els elements essencials en les liquidacions provisionals d'ofici (39/3)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2009-03-18","2009","","application/pdf","2 p.",16753.0,"Núm. Exp. 22/13","consells","","http://hdl.handle.net/11703/87199","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua","Hisenda","dictàmens","","Valor cadastral. Error material, de fet o aritmètic (22/13)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2006-11-06","2006","","application/pdf","4 p.",17052.0,"Núm. Exp. 39/6","consells","","http://hdl.handle.net/11703/87257","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Sancions econòmiques","Hisenda","dictàmens","","Recàrrecs. Reembossament del cost de les garanties (39/6)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2015-10-05","2015-11-10","","application/pdf","8 p.. 8 p.","","Núm. Exp. 364/15. Núm. Exp. 364/15","consells","","http://hdl.handle.net/11703/84094","cat. cat","","","","Domini públic. Domini públic","openAccess. openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca. http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals. Deduccions fiscals","Hisenda. Hisenda","dictàmens. dictàmens","","Beneficis fiscals: conveni municipal. Beneficis fiscals: conveni municipal","","text. text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2016-07-11","2016-11","","application/pdf","6 p.","","Núm. Exp. 132/16","consells","","http://hdl.handle.net/11703/99218","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Reclamacions. Vehicles. Impostos locals","Hisenda","dictàmens","","Impost sobre vehicles de tracció mecànica: Fet imposable. Baixa definitiva per trasllat a un altre país (132/16)","","text",""
"Consell Econòmic i Social de Barcelona","Barcelona","2012","2011","2011","","application/pdf","12 p.",11484.0,"","consells","","http://hdl.handle.net/11703/87144","cat","Consell Econòmic i Social de Barcelona","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Política fiscal","Sector públic. Hisenda","dictàmens. ordenances fiscals","","Dictamen sobre les Ordenances fiscals 2012","","text",""
"Consell Tributari Municipal (Barcelona)","","","2016-07-26","2017-02","","application/pdf","3 p.","","Ref. 147/16","consells","","http://hdl.handle.net/11703/100142","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Residus. Recollida selectiva. Comerç","Hisenda","dictàmens","","Preus públics pel servei de recollida de residus comercials: fet imposable","","text",""
"Sindicatura de Greuges de Barcelona","","","2016-04-19","2016-10-26","","application/pdf","6 p.","","Exp. 14Q000260-FR","","Mandat 2015-","http://hdl.handle.net/11703/99585","cat","","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Reclamacions. Relacions laborals. Policia local. Treballadors. Drets dels treballadors","Sector públic","dictàmens","","Decisió de la síndica de greuges referent a la queixa presentada per representants de CCOO en matèria de règim laboral","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2012-05-08","2012","","application/pdf","6 p.",16801.0,"Núm. Exp. 679/1","consells","","http://hdl.handle.net/11703/87310","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos de plusvàlua","Hisenda","dictàmens","","Aportació de béns per part d'una persona física (679/1)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2001-01-10","2001","","application/pdf","4 p.",16781.0,"Núm. Exp. 292/00","consells","","http://hdl.handle.net/11703/87227","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos immobiliaris. Impostos de plusvàlua","Hisenda","dictàmens","","Autoliquidació. Prorroga del termini per presentar-la (292/00)","","text",""
"Consell Tributari Municipal (Barcelona)","Barcelona","","2009-06-15","2009","","application/pdf","3 p.",16502.0,"Núm. Exp. 308/7","consells","","http://hdl.handle.net/11703/87232","cat","Consell Tributari Municipal (Barcelona)","","","Domini públic","openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos sobre activitats econòmiques. Exempció d'impostos","Hisenda","dictàmens","","Subjectes passius de l'IS amb xifra de negocis inferior al milió d'euros (308/7)","","text",""
