"Tipus ens","Òrgan contractant","Número de contracte","Tipus de contracte","Objecte contracte","Preu inicial del contracte","Data formalització pròrroga","Preu de la pròrroga","Data inici pròrroga","Data final pròrroga","Número pròrroga"
"AJUNTAMENT DE BARCELONA","Districte de les Corts","17000223"," SERVEIS ","GESTIÓ CASALS DE LA GENT GRAN","353036.75","01/04/2019","258893.65","01/04/2019","31/01/2021","1"
"AJUNTAMENT DE BARCELONA","Districte de les Corts","17001105"," SERVEIS ","GESTIÓ ATENEU DE FABRICACIÓ","361596.88","30/04/2019","180795.18","01/05/2019","30/04/2020","1"
"AJUNTAMENT DE BARCELONA","Districte de les Corts","18003192"," SERVEIS ","GESTIÓ CASAL DE JOVES","226217.92","26/07/2019","225967.02","01/09/2019","31/08/2020","1"
"AJUNTAMENT DE BARCELONA","Districte de Sarrià-Sant Gervasi","16004595-001"," Serveis ","Serveis gestió i organització activitats CB Putxet","232707.20","07/02/2019","116353.60","01/03/2019","28/02/2020","1a"
"AJUNTAMENT DE BARCELONA","Districte de Sarrià-Sant Gervasi","16004595-002"," Serveis ","Serveis gestió i organització activitats CB Putxet","232707.20","12/12/2019","116353.60","01/03/2020","28/02/2021","2a"
"AJUNTAMENT DE BARCELONA","Districte de Sarrià-Sant Gervasi","17003877-001"," Serveis ","ESPAI JOVE CASA SAGNIER I PUNT JIP","950091.12","17/12/2019","470649.96","01/01/2020","31/12/2020","1a"
"AJUNTAMENT DE BARCELONA","Districte de Sarrià-Sant Gervasi","17004016-001"," Serveis ","VIL·LA URÀNIA","1610088.92","20/12/2019","260442.84","01/01/2020","30/04/2020","1a"
"AJUNTAMENT DE BARCELONA","Districte de Sarrià-Sant Gervasi","19001143-001"," Serveis ","Manteniment espai públic als barris de muntanya","50000.00","31/12/2019","50000.00","01/01/2020","28/03/2020","1a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","---"," Administratiu especial ","Gestió del bar-cafeteria del Centre Cívic La Sedeta","cànon 16.700,00 €/anuals","14/12/2018","cànon 16.700,00 €","01/01/2019","31/12/2019","1a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","---"," Administratiu especial ","Gestió del bar-cafeteria Biblioteca Jaume Fuster","cànon 21.012,00 €/anuals","19/12/2018","cànon 21.012,00 €","01/01/2019","31/12/2019","1a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","16C00001"," Concessió de Serveis ","Gestió pista poliesportiva Creueta del Coll","Subvenció màx. 20.000,00 €","29/05/2018","Subvenció 10.000,00 €","01/07/2018","30/06/2020","1a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","16006649"," Serveis ","Servei d'impressió material Comunicació","89000.01","13/12/2018","50000.00","01/01/2019","31/12/2019","1a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","17C00001"," Concessió de Serveis ","Gestió i explotació de la pista poliesportiva mpal. Josep Comellas","Subvenció màx. 60.375, 00€","21/12/2018","Subvenció 0,00 €","01/01/2019","30/06/2019","1a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","17C00001"," Concessió de Serveis ","Gestió i explotació de la pista poliesportiva mpal. Josep Comellas","Subvenció màx. 60.375, 00€","24/05/2019","Subvenció 0,00 €","01/07/2019","31/12/2019","2a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","17C00002"," Concessió de Serveis ","Gestió i explotació Cursos i tallers CC La Sedeta","Subvenció màx. 114.750,00€","24/12/2018","Subvenció 76.500,00€","01/01/2019","30/06/2020","1a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","17001570"," Serveis ","Animació, dinamització casals infant. i espai adolesc. Sedeta i Rius i Taulet","258571.80","28/05/2019","64642.95","01/07/2019","30/06/2020","1a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","17004132"," Serveis ","Dinamització Centre Cívic de La Sedeta","32568.20","13/12/2018","32568.20","01/01/2019","31/12/2019","1a"
"AJUNTAMENT DE BARCELONA","Districte de Gràcia","18000309"," Subministrament ","Arrendament per renting multifuncionals Dte. Gràcia","10430.20","21/12/2018","2485.18","01/01/2019","28/02/2019","1a"
"AJUNTAMENT DE BARCELONA","Districte d'Horta-Guinardó","16004298"," Serveis ","CC Teixonera","510219.60","20/02/2019","491086.37","01/03/2019","30/11/2019","1ª"
"AJUNTAMENT DE BARCELONA","Districte d'Horta-Guinardó","16005717"," Serveis ","CC Matas i Ramis","406000.00","31/05/2019","383192.17","01/06/2019","31/05/2021","1ª"
"AJUNTAMENT DE BARCELONA","Districte d'Horta-Guinardó","16004299"," Serveis ","Casal GG Sant Genís","248600.00","31/05/2019","87855.34","01/06/2019","28/02/2019","1ª"
"AJUNTAMENT DE BARCELONA","Districte d'Horta-Guinardó","16004300"," Serveis ","Servei de convivència","170000.00","31/05/2019","127924.99","01/06/2019","28/02/2019","1ª"
"AJUNTAMENT DE BARCELONA","Districte d'Horta-Guinardó","17001698"," Serveis ","Pistes Montbau Can Baró","156332.00","24/07/2019","99661.65","01/09/2019","28/02/2021","1ª"
"AJUNTAMENT DE BARCELONA","Districte d'Horta-Guinardó","14C00019"," Concessió Serveis ","Gestió Espai Jove Boca Nord","514080.00","28/12/2018","124021.80","01/01/2019","30/06/2019","3ª"
"AJUNTAMENT DE BARCELONA","Districte d'Horta-Guinardó","14C00019"," Concessió Serveis ","Gestió Espai Jove Boca Nord","514080.00","18/06/2019","124021.80","31/12/2019","30/06/2019","4ª"
"AJUNTAMENT DE BARCELONA","Districte d'Horta-Guinardó","16C00033"," Concessió Serveis ","CC Casa Groga","286227.00","31/12/2018","138820.00","01/01/2019","30/06/2019","3ª"
"AJUNTAMENT DE BARCELONA","Districte d'Horta-Guinardó","16C00033"," Concessió Serveis ","CC Casa Groga","286227.00","18/06/2019","69410.00","01/07/2019","30/09/2019","4ª"
"AJUNTAMENT DE BARCELONA","Districte de Nou Barris","19000509"," serveis ","SERVEIS DE CONSERGERIA I ALTRES DE SUPORT A LA SEU DEL DISTRICTE,RESERVAT A EMPRESES D'INSERCIÓ I AMB MESURES D'EFICIÈNCIA SOCIAL","26368.95","24/12/2019","34,367,15","01.01.2020 ","31.12.2020","1a"
"AJUNTAMENT DE BARCELONA","Districte de Nou Barris","18005006"," serveis ","SERVEIS D'IMPRESSIÓ I MANIPULACIÓ MATERIALS IMPREMTA PER A DIFERENTS ACTIVITATS AL DTE. NOU BARRIS","34000.01","31/07/2019","40799.99","01.11.2019","31.10.2020","1a i unica"
"AJUNTAMENT DE BARCELONA","Districte de Nou Barris","17002653"," serveis ","GESTIÓ CENTRE CÍVIC TORRE LLOBETA","237212.65","18/07/2018","146729.52","01.09.2018","28.02.2019","1a i unica"
"AJUNTAMENT DE BARCELONA","Districte de Nou Barris","17005628"," serveis ","GESTIÓ I DINAMITZACIÓ DEL CASAL DE BARRI TRINITAT NOVA, AMB MESURES DE CONTRACTACIÓ PÚBLICA SOSTENIBLE","235358.42","16/12/2019","146844.08","01.01.2020","31.12.2020","1a i unica"
"AJUNTAMENT DE BARCELONA","Districte de Nou Barris","18002097"," serveis ","XARXA DELS EQUIPAMENTS EN LLEURE INFANTIL DE DTE. NOU BARRIS, AMB MESURES DE CONTRACTACIÓ PÚBLICA SOSTENIBLE, 3 LOTS","707532.09","26/07/2019","707532.09","01.09.2019","31.08.2020","1a i unica"
"AJUNTAMENT DE BARCELONA","Districte de Nou Barris","17002343"," serveis ","SERVEIS DE DINAMITZACIÓ ESPORTIVA PISTES ANTONI GELABERT","149752.04","27/06/2019","149752.04","01.07.2019","15.02.2021","1a i unica"
"AJUNTAMENT DE BARCELONA","Districte de Nou Barris","17002411"," serveis ","SERVEI DE MILLORA DE LA CONVIVÈNCIA A L'ESPAI PÚBLIC I LES COMUNITATS DE VEÏNS AL DTE. NOU BARRIS","299182.75","17/07/2018                                 13/02/2019","178.600,70                  118.880,56","01.08.2018               01.02.2019","31.01.2019              31.05.2019","1a i 2a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","17000599"," Serveis ","CONTROL ACCESSOS, INFORMACIO I SERVEIS AUX SEU","169846.24","04/06/2019","138816.64","03/06/2019","17/01/2021","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","17002398"," Serveis ","Gestió energètica instal.lacions solars Navas","59038.66","","33548.62","01/04/2019","31/03/2020","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","16004957"," Serveis ","Serveis d'impremta del productes de Comunicació","145200.00","27/12/2018","72600.00","01/01/2019","31/12/2019","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","18002335"," Serveis ","Dinamització de les pistes municipals Parc Pegaso","40600.00","04/10/2019","40600.00","05/10/2019","30/09/2020","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","17002830"," Serveis ","Servei d'Interculturalitat del Dte de Sant Andreu","177958.86","29/10/2019","177958.86","01/12/2019","31/11/2021","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","17002274"," Serveis ","SERVEI DE GESTIO DEL RECINTE FABRA I COATS","414447.95","30/05/2019","207223.98","01/07/2019","30/06/2020","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","16003179"," Serveis ","SERVEI D'INTERVENCIÓ PER CONVIVENCIA EN ESPAI PUBL","111506.51","28/12/2018","51464.54","01/01/2019","31/12/2019","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","16000609"," Serveis ","ATENCIÓ SITUACIONS D VULNERABILITAT BARRIS FRANJA","115254.48","30/04/2019","43220.43","01/05/2019","31/01/2020","2a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","15003777"," Serveis ","INFORMACIO I DINAMITZ C CULTURAL POPUL SANT ANDREU","189653.97","27/12/2018","63217.99","01/01/2019","31/12/2019","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","15002407"," Serveis ","SERVEI D SUPORT A LA GESTIO CASAL D BARRI CONGRES-","121441.03","10/12/2018","40480.34","01/01/2019","31/12/2019","2a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","17C000014"," Concessió de serveis ","Gestió Bar-cafeteria Espai Jove Garcilaso","0.00","03/12/2018","0.00","01/01/2019","31/07/2019","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","17C000014"," Concessió de serveis ","Gestió Bar-cafeteria Espai Jove Garcilaso","0.00","29/07/2019","0.00","01/08/2019","30/09/2019","2a"
"AJUNTAMENT DE BARCELONA","Gerència de Sant Andreu","17C00013"," Concessió de serveis ","Gestió pista polisportiva Sagrera","0.00","30/06/2019","0.00","01/07/2019","31/12/2020","1a"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","15004033-002"," Serveis ","Tasques elaboració propostes grau arrelament","646226.78","02/05/2019","123090.82","01/06/2019","30/09/2019","2"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","16003530-002"," Serveis ","Gestió del SAS-ABITS","991575.96","21/11/2019","247893.99","01/01/2020","30/06/2020","2"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","16006421-001"," Serveis ","Oficines d'Atenció (OMAC) i (OAE)","4815558.00","28/03/2019","2407779.00","23/04/2019","22/04/2020","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","17001599-001"," Serveis ","SERVEI D'ASSESSORAMENT JURÍDIC  PIADS","194531.76","04/03/2019","129687.48","10/04/2019","09/04/2020","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","17002612-004"," Serveis ","Servei de primera acollida, especialitzats SAIER","1582394.64","24/10/2019","887953.31","25/10/2019","24/10/2020","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","17002823-001"," Serveis ","Servei atenció homes per relacions no violentes","715540.00","05/12/2019","178885.00","01/01/2020","30/06/2020","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","17004260-001"," Serveis ","Consultoria tecnològica plataforma Decidim","108779.00","20/09/2019","78320.88","01/01/2020","30/06/2021","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","18000861-002"," Serveis ","GESTIÓ PROGRAMA BCN INTERCULTURALITAT (PROGBI)","727041.86","27/05/2019","125082.45","30/05/2019","31/07/2019","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","18002527-001"," Serveis ","Serveis d'administració plataforma Decidim.bcn","39788.37","20/09/2019","39788.37","12/10/2019","11/10/2020","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","18002550-001"," Serveis ","Web de casals de Barri i Banc de Recursos","21507.75","09/10/2019","19655.99","24/10/2019","23/10/2020","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","18002957-002"," Serveis ","Servei de Supervisió SARA i PIADs","11829.60","27/10/2019","11829.60","10/11/2019","09/11/2020","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","18003014-001"," Serveis ","Pla Estratègic de Comunicació Decidim.Barcelona","30651.72","20/09/2019","30651.72","29/11/2019","28/11/2020","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","19000241-001"," Subministraments ","So i llum Associa't","31210.74","15/11/2019","31210.74","01/01/2020","31/12/2020","1"
"AJUNTAMENT DE BARCELONA","Gerència de Drets de Ciutadania, Participació i Transparència","19002465-001"," Serveis ","Seguretat i control d'accés Associa't","26692.64","15/11/2019","26692.64","01/01/2020","31/12/2020","1"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA CICLE DE L'AIGUA, S.A.","E18-0213 "," Subministraments  ","Contracte de la renovació del llicenciament del programari Autodesk, amb mesures de contractació pública sostenible","6664.68","25/10/2019","6664.68","01/01/2020","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA CICLE DE L'AIGUA, S.A.","E18- 0182 "," Serveis ","Contracte dels treballs per a l'avaluació de riscos, control i gestió d'analítiques d'aigües, neteja i desinfacció dels sistemes d'aprofitament d'aigües subterrànies, de les instal·lacions de reg i cubes amb mesures de contractació pública sostenible","135145.43","30/10/2019","135145.43","10/12/2019","09/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA CICLE DE L'AIGUA, S.A.","E19-0029 "," Serveis ","Contracte de prestació de serveis de suport meteorologic amb mesures de contractació pública sostenible (2019)","16940.00","20/11/2019","16940.00","11/02/2020","10/02/2021","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA CICLE DE L'AIGUA, S.A.","E18-0192 "," Serveis ","Contracte de prestació de serveis amb camions de neteja hidrodinàmica, aspiració i gestió de residus, amb mesures de contractació pública sostenible LOT 1","75402.91","23/10/2019","75402.91","01/02/2020","31/01/2021","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA CICLE DE L'AIGUA, S.A.","E18-0192 "," Serveis ","Contracte de prestació de serveis amb camions de neteja hidrodinàmica, aspiració i gestió de residus, amb mesures de contractació pública sostenible LOT 2","35696.98","23/10/2019","35696.98","01/02/2020","31/01/2021","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA CICLE DE L'AIGUA, S.A.","E18-0201"," Serveis  ","Contracte del servei de revisió anual i actuacions puntuals de correctiu i renovació de bombes d'impulsió de clavegueram, amb mesures de contractació pública sostenible","43603.56","18/12/2019","43603.56","01/01/2020","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","11799"," Serveis ","EXP. 80/18 LOT 2  CONTRACTE DE SERVEIS D’IMPARTICIÓ DE DUES ACCIONS DE FORMACIÓ PROFESSIONALITZADORA DEL PROGRAMA TREBALL ALS BARRIS 2018.+ PRORROGA AMB DATA 25/11/2019","13090.00","25/11/2019","13090.00","01/01/2020","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","12126"," Serveis ","EXP. 78/18 LOT 13: NETEJA DE SUPERFÍCIES I MOBILIARI EN EDIFICIS I LOCALS + PRORROGA AMB DATA 24/10/2019","10534.70","24/10/2019","9260.06","01/01/2020","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","12118"," Serveis ","EXP. 78/18 LOT 2: ACTIVITATS AUXILIARS DE COMERÇ.+ PRORROGA AMB DATA 24/10/2019","13069.35","24/10/2019","11458.02","01/01/2020","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","12124"," Serveis ","EXP. 18/18 LOT 12: AUXILIAR DE SERVEIS I CONTROL D’ACCESSOS + PRORROGA AMB DATA 24/10/2019","9588.48","24/10/2019","7992.12","01/01/2020","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","12038"," Serveis ","EXP. BA 29/19SERVEIS DE DINAMITZACIÓ DE L’ESPAI  D’INTERCANVI  I GENERACIÓ DE CONEIXEMENT ENTRE PERFILS TÈCNICS ENTORN A LES ECONOMIES COMUNITÀRIES.+ PRORROGA AMB DATA 15/10/2019","14250.00","15/10/2019","14250.00","01/01/2020","31/12/2020","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","11778"," Subministraments ","EXP. 59/18 CONTRACTE DE SUBMINISTRAMENT DE GARRAFES D’AIGUA I FONTS PER A BARCELONA ACTIVA SAU SPM. +PRORROGA AMB DATA 29/07/2019","15800.00","21/01/2019","14363.64","21/01/2019","20/01/2021","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","11908"," Serveis ","EXP. 86/18 SERVEIS D’ASSISTÈNCIA TÈCNICA EN LA GESTIÓ ADMINISTRATIVA DELS PROJECTES INTEGRALS AMB CONTRACTACIÓ, SUBVENCIONATS PEL SERVEI D’OCUPACIÓ DE CATALUNYA I GESTIONATS PER BARCELONA ACTIVA.v+ PRORROGA AMB DATA 24/12/2019","82911.92","24/12/2019","82911.92","07/04/2020","07/04/2021","1a"
"SOCIETATS PRIVADES MUNICIPALS","BARCELONA ACTIVA, S.A.","12024"," Serveis ","EXP. 06/19 LOT 2: ACCIONS FORMATIVES EN RECERCA DE FEINA  PER ELS SERVEIS D’IMPARTICIÓ D’ACCIONS DE FORMACIÓ EN COMPETÈNCIES TRANSVERSALS I INSERCIÓ LABORAL, EN EL MARC DELS PROJECTES INTEGRALS AMB CONTRACTACIÓ.+ PRORROGA AMB DATA 12/11/2019","19795.00","12/11/2019","19795.00","01/02/2020","31/12/2020","1a"
