"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcformat","dcformatextent","dcformatmedium","dcidentifierimagurb","dcidentifierimagurbcd","dcidentifieruri","dcpublisher","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 24"
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Flos i Calcat, Carrer (Barcelona)","","1992-10-06","2002-01-01","Periel, Montse. Pla general d'un edicle d'ascensor al carrer  Flos i Calcat (Les Corts). L'estructura és  d'acer inoxidable.","","","image/jpeg","1 contacte","Positiu. CONTACTES 6X6. Color","602. NEUEDIX552_43",19.0,"http://hdl.handle.net/11703/73989","","CC-BY","openAccess","Ajutnament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDICLES. ELEMENTS URBANS. Periel Piquer, Montserrat","Edicle ascensor","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Casanova, Carrer (Barcelona). Diagonal, Avinguda (Barcelona)","1947","1993-01-01","2002-01-01","Data aproximada; bibliografia: Vázquez Montalbán, Manuel, ""Barcelona fuente a fuente"". Barcelona : REPSOL, 1990. Benedicto García, J. Manuel. Primer pla de la Font del Pescador, ubicada   a l'avinguda Diagonal amb el carrer Casan   Es presenta, en bronze, la figura d'un noi enfilat a la   font sobre una pilastra.  El personatge agafa un peix amb una mà i eleva l'altra.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","987. NEUFON656_27",31.0,"http://hdl.handle.net/11703/74368","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. Escultures i monuments. FONTS. BENEDICTO GARCÍA, J. Manuel","Font del Pescador","image",""
"Servei d'Elements Urbans","Juan de Mena, Carrer (Barcelona)","","","2002-01-01","Primer pla d'uns paviments situats al carrer   Juan de Mena, al costat d'una petita zona  d'arbres.   Les lloses són de grans dimensions i estan  pensades per a espais exteriors, ja que són  d'alta resistència per al trànsit de vianants.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","349. DEUPAV2_3",11.0,"http://hdl.handle.net/11703/73737","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","PAVIMENTS. ELEMENTS URBANS","Paviments al carrer Juan de Mena","image",""
"Cunill, Julio. CBFOTO. Servei d’Elements Urbans","Barcelona. Districte 2. Eixample. Gràcia, Passeig (Barcelona)","","1987","2017","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","NEUD02ENL3886_06",189.0,"http://hdl.handle.net/11703/104839","","CC-BY-ND","openAccess","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FANALS. FALQUÉS URPÍ, Pere. CASANOVAS, Josep Miquel","Fanal al passeig de Gràcia","image",""
"Gri Espinagosa, Josep","Barcelona. Districte 8. Nou Barris. Àngel Pestaña, Plaça (Barcelona). Santa Eulàlia, Plaça (Barcelona)","","1993-08-19","2011-11-09","Codi d'Art Públic: 8801-1 (Font Mutant). Pladevall, Enric (Font mutant)","","","image/jpeg","1 fotografia","Digital. Jpg. Color","-26271. NEUD08FON0732_01",232.0,"http://hdl.handle.net/11703/73343","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","ELEMENTS URBANS. FONTS. PLACES. Escultures i monuments. PLADEVALL, Enric","Fonts de les places de Santa Eulàlia i d'Àngel Pestaña","image",""
"Servei d'Elements Urbans","","","","2002-01-01","Pla general on es mostra una àmplia esplanada   a Sevilla (Andalusia). Hi destaca un original fanal, model  EXPO, de color blanc i blau marí. Al fons,  es veuen tanques d'obres i palmeres.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","144. DEUENL_9_10",5.0,"http://hdl.handle.net/11703/73532","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS","Fanal EXPO, a Sevilla (Andalusia)","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Bosch i Alsina, Moll de (Barcelona)","","1994-07-01","2002-01-01","Data aproximada. Viaplana, Albert; Piñón, Helio. Primer pla d'uns fanals model Llum-i sobre  paviment, al costat gespa. L'enllumenat   s'ubica al sector del Moll de la Fusta.   La llum d'aquest element es projecta de   baix a dalt.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","644. NEUENL1077_9",20.0,"http://hdl.handle.net/11703/74031","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. PIÑÓN, Helio. VIAPLANA, Albert. LUXTEC","Llum-i","image",""
"Servei d'Elements Urbans","Nimes (França)","","","2002-01-01","Primer pla d'una marquesina a Nimes.   L'element es composa d'un sostre i  quatre columnes de pedra polida, les quals  tenen una forma quadrada. Des del mig de  la marquesina, a terra, s'intercalen  unes peces en forma de cub, del mateix material.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","320. DEUMARBUS2_17",10.0,"http://hdl.handle.net/11703/73708","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","MARQUESINES. ELEMENTS URBANS","Marquesina a Nimes","image",""
"Pericas, Enric. Servei d'Elements Urbans","Sevilla (Andalusia)","","1992-01-01","2002-01-01","Data aproximada. Pla americà d'exterior, el qual mostra un  aparcament de bicicletes al davant d'una  façana. L'escenari es situa a Sevilla (Andalusia).","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","21. DEUAPABIC1_4",1.0,"http://hdl.handle.net/11703/73410","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","APARCAMENTS. BICICLETES. ELEMENTS URBANS. SEÑALIZACIÓN Y DISEÑOS URBANOS","Aparcament de bicicletes","image",""
"Gri Espinagosa, Josep. Sector d'Urbanisme","Beat Almató, Carrer (Barcelona). Barcelona. Districte 6. Gràcia. Coll (Barcelona : Barri)","","2006-09-30","2015-03-24","Primer pla d'una part del carrer Beat Almató, on es veu  les escales i les escales mecàniques.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","34336. NPUD06BA3078_18",224.0,"http://hdl.handle.net/11703/75495","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","ESCALES MECÀNIQUES. ACCESSIBILITAT. Ordenació del territori. Rehabilitació urbana","Escales mecàniques al carrer Beat Almató","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 5. Sarrià-Sant Gervasi. Maluquer, Passatge (Barcelona)","","1993-06-18","2002-01-01","Primer pla d'una font mural de pedra als  jardins del passatge Maluquer, al barri de   Sant Gervasi.  Es mostra el seu mascaró d'on brolla un  raig d'aigua que va a parar a un estany.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1223. NEUFON709_19",39.0,"http://hdl.handle.net/11703/74603","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font al passatge Maluquer","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 7. Horta-Guinardó. Parc del Laberint d'Horta (Barcelona)","1804","1993-06-30","2002-01-01","Primer pla de la Font amb gerros i cap d'home, situada al Parc del Laberint. Fou creada l'any 1804. Es mostra un mascaró amb el cap d'un home, per on raja l'aigua que cau a un estany. A ambdós costats del mascaró, dos gerros en forma d'àmfora.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1314. NEUFON717_23",42.0,"http://hdl.handle.net/11703/74694","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font amb gerros i cap d'home","image",""
"Gri Espinagosa, Josep","Barcelona. Districte 8. Nou Barris. Aiguablava, Carrer (Barcelona)","","2000-03-13","2011-11-09","","","","image/jpeg","1 fotografia","Digital. Jpg. Color","-26254. NEUPAL3389_06",232.0,"http://hdl.handle.net/11703/73360","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","ELEMENTS URBANS. SENYALITZACIÓ URBANA. METRO. ESTACIONS","Senyalització del metro L4 Trinitat Nova, al carrer d'Aiguablava","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Reina Maria Cristina, Avinguda (Barcelona)","","1994-08-25","2002-01-01","Data aproximada. Pla general a l'avinguda Reina Maria  Cristina, on es mostra un fanal Lira de fosa  grisa al davant d'una façana a l'avinguda  Reina Maria Cristina. Darrera d'aquest, dos   bancs, dos xiprers i dues papereres model   Barcelona.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","657. NEUENL1090_3",21.0,"http://hdl.handle.net/11703/74044","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT","Fanal a l'avinguda Reina Maria Cristina","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 1. Ciutat Vella","","1993-04-05","2002-01-01","Bibliografia: Vázquez Montalbán, Manuel, ""Barcelona fuente a fuente"". Barcelona: REPSOL, 1990. Primer pla d'una font de fornícula al carrer   Hospital.  Sobre aquesta, també dins una fornícula,   trobem esculpida la Mare de Déu amb el  seu fill en braços, després de la seva   crucifixió. Envoltant l'escena hi han unes   rajoles.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","919. NEUFON646_15",29.0,"http://hdl.handle.net/11703/74300","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. Escultures i monuments. ELEMENTS URBANS","Font al carrer Hospital","image",""
"Servei d'Elements Urbans","Barcelona. Districte 8. Nou Barris","","","2002-01-01","Pronova. Pla mig d'un model d'enllumenat, el fanal   Pronova.  Es pot veure una de les lluminàries de   l'element, la qual és de color groc.  L'element s'ubica al Barcelona. Districte de Nou Barris.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","183. DEUENL5_12",6.0,"http://hdl.handle.net/11703/73571","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS. PRONOVA","Fanal Pronova","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 1. Ciutat Vella. Joan de Borbó Comte de Barcelona, Passeig (Barcelona). Ginebra, Carrer (Barcelona)","","2009-05-20","2009-07-23","Projecte encarregat per Adolf Creus.. Primer pla d'una marquesina de bus amb pal·li isquiàtic, a la  parada 0955 del Passeig Joan de Borbó- Ginebra.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","31263. EU223MARBUS_05",223.0,"http://hdl.handle.net/11703/75368","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","ELEMENTS URBANS. MARQUESINA BUS","Marquesina de bus amb pal·li isquiàtic","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1993-10-26","2002-01-01","Pla general on es presenten unes escales  i un mur de formigó. Destaca una barana,  model IMPU la qual es subjecta al mur.  Les diferents seqüències de l'element es  perllonguen ininterrompudament.  El passamà és tubular.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","547. NEUBAR801_25",17.0,"http://hdl.handle.net/11703/73934","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","BARANES. ELEMENTS URBANS","Barana IMPU","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1998-11-19","2002-01-01","Mina de la Ciutat, Carrer (Barcelona)","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1479. NEUPAV2877_30",47.0,"http://hdl.handle.net/11703/74859","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","Paviments Paking","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1992-12-14","2002-01-01","Primer pla d'un paviment format per lloses  naturals de pedra Gallega.  L'acabat superficial de l'element és de  textura rugosa.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1482. NEUPAV575_30",47.0,"http://hdl.handle.net/11703/74862","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","PAVIMENTS. ELEMENTS URBANS","Pedra Gallega","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Gràcia, Passeig (Barcelona)","1900","1989-02-06","2002-01-01","FALQUÉS URPÍ, Pere. Pla general del passeig de Gràcia, on es  presenta un fanal de disseny modernista, molt caracterrístic d'aquesta via. L'element està realitzat amb ferro forjat i  base de trencadís.","","","image/jpeg","1 contacte","Positiu. CONTACTES 6X6. Color","713. NEUENLX11b_12",23.0,"http://hdl.handle.net/11703/74099","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ENLLUMENAT. ELEMENTS URBANS. FALQUÉS URPÍ, Pere","Fanal al passeig de Gràcia","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 1. Ciutat Vella","","1993-04-05","2002-01-01","Bonifaç, Lluís. Primer pla de la part frontal de la font  situada al pati de la Casa Convalescència,  a l'Hospital de la Santa Creu.  L'element és de pedra.   Es mostra tant l'aixeta de la font, com la   pila de desguàs d'aquesta.","","","image/jpeg","1 supercontactes","Positiu. SUPERCONTACTES. Color","931. NEUFON646_33",30.0,"http://hdl.handle.net/11703/74312","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","ELEMENTS URBANS. FONTS. Escultures i monuments. BONIFAÇ, Lluís","Font al pati de la Casa Convalescència","image",""
"Cunill, Julio. Departament d'Arquitectura i Projectes Urbans","Barcelona. Districte 2. Eixample. Universitat, Plaça (Barcelona)","1993","2009-09-03","2009-10-06","Periel Piquer, Montserrat;Montes, Antonio;Santa & Cole. Primer pla de la barana model Línia a la zona de la pl. Universitat. Actua de protecció entre els vianants i la via de circulació. El passamà és cilíndric i, igual que els suports, està fet amb acer inoxidable. Es veu un autobús de la línia 141.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","31387. EU223BAR_04",223.0,"http://hdl.handle.net/11703/75393","","CC-BY-ND","openAccess","Cunill, Julio. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","fotografies","BARANES. ELEMENTS URBANS. Periel Piquer, Montserrat. MONTES GIL, Antonio. SANTA & COLE","Barana Línia","image",""
"Servei d'Elements Urbans","Barcelona. Districte 7. Horta-Guinardó","","","2002-01-01","Pla general d'un tram del carrer Doctor Cadevall.  Es veuen unes escales i diferents baranes tubulars,  d'acer inoxidable. El passamà d'aquestes té  una forma ovalada. Entre aquests elements  urbans es van intercalant fanals d'estil Nicholson.","","","image/jpeg","1 diapositiva","Diapositiva. DIAPOSITIVES 24x36. Color","91. DEUBAR3_11",3.0,"http://hdl.handle.net/11703/73479","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","BARANES. ELEMENTS URBANS","Barana al carrer Doctor Cadevall","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 9. Sant Andreu. Trinitat Vella (Barcelona : Barri). Parc de la Trinitat (Barcelona)","1991","1994-02-03","2011-11-29","Batlle, Enric; Roig, Jordi; Santa & Cole","","","image/jpeg","1 fotografia","Digital. Jpg. Color","-21295. NEUFON0927_07",232.0,"http://hdl.handle.net/11703/73377","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","ELEMENTS URBANS. FONTS. BATLLE, Enric. ROIG, Jordi. SANTA & COLE","Fonts Atlántida al Parc de la Trinitat","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1993-10-01","2002-01-01","Platja Vila Olímpica","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1436. NEUMOBPLA767_22",45.0,"http://hdl.handle.net/11703/74816","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","","Barrera fusta","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","","","1995-09-01","2002-01-01","Data aproximada. Pla de detall d'una secció de la base  d'una font (model Barcelona), i part del  terra en que es subjecta. Aquesta és de  fosa de ferro. La base, és de formigó   prefabricat o granit.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","791. NEUFON1403A_17",25.0,"http://hdl.handle.net/11703/74172","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS. FUNDICIÓ DÚCTIL BENITO","Font Barcelona amb paviment base","image",""
"Gri Espinagosa, Josep. Servei d'Elements Urbans","Barcelona. Districte 4. Les Corts. Valdivia, Plaça (Barcelona)","","1993-06-10","2002-01-01","Pla general de la plaça Valdivia, on es mostra   entre palmeres, flors i gespa, una font.  Aquesta té forma circular i al centre hi ha un  brollador.  També es poden veure altres elements urbans,  com bancs i papereres.","","","image/jpeg","1 supercontacte","Positiu. SUPERCONTACTES. Color","1156. NEUFON696_30",37.0,"http://hdl.handle.net/11703/74536","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FONTS. ELEMENTS URBANS","Font a la plaça Valdivia","image",""
