"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 43"
"Districte 5. Sarrià-Sant Gervasi","Barcelona. Districte 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Barri) | Sarrià, Plaça (Barcelona) | Consell de la Vila, Plaça (Barcelona) | Reina Elisenda de Montcada, Passeig (Barcelona) | Salvador Mundí , Carrer (Barcelona) | Pedró de la Creu, Carrer (Barcelona) | Mañé i Flaquer, Carrer (Barcelona) | Rocabertí, Carrer (Barcelona) | Cornet i Mas, Carrer (Barcelona) | Artós, Plaça (Barcelona) | Major de Sarrià, Carrer (Barcelona) | Barcelona. District 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Neighborhood) | Sarrià, Square (Barcelona) | Consell de la Vila, Square (Barcelona) | Reina Elisenda de Montcada, Boulevard (Barcelona) | Salvador Mundí , Street (Barcelona) | Pedró de la Creu, Street (Barcelona) | Mañé i Flaquer, Street (Barcelona) | Rocabertí, Street (Barcelona) | Cornet i Mas, Street (Barcelona) | Artós, Square (Barcelona) | Major de Sarrià, Street (Barcelona) | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Barrio) | Sarrià, Plaza (Barcelona) | Consell de la Vila, Plaza (Barcelona) | Reina Elisenda de Montcada, Paseo (Barcelona) | Salvador Mundí , Calle (Barcelona) | Pedró de la Creu, Calle (Barcelona) | Mañé i Flaquer, Calle (Barcelona) | Rocabertí, Calle (Barcelona) | Cornet i Mas, Calle (Barcelona) | Artós, Plaza (Barcelona) | Major de Sarrià, Calle (Barcelona)","","Si","2015-09-23","2016-10-18","","2016-10-19","Aprovada per la Comissió de Govern de 23-09-2015 | Basat en el Capítol 6 de l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","","","","application/pdf","21 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (18-10-2016)","districtes","","http://hdl.handle.net/11703/98633","cat","","","http://hdl.handle.net/11703/97932","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería","Comerç","bases ús públic","Ordenació singular de terrasses al carrer Major de Sarrià, i a les places de Sarrià i Consell de la Vila [2015]","","text","info:eu-repo/semantics/other",""
"Districte 2. Eixample","Barcelona. Districte 2. Eixample | Sant Antoni (Barcelona : Barri) | Mistral, Avinguda (Barcelona) | Barcelona. District 2. Eixample | Sant Antoni (Barcelona : Neighborhood) | Mistral, Avenue (Barcelona) | Barcelona. Distrito 2. Eixample | Sant Antoni (Barcelona : Barrio) | Mistral, Avenida (Barcelona)","","Si","2015-03-09","2015-03-09","","","Podeu consultar la versió oficial a: http://hdl.handle.net/11703/97273","","","","","application/pdf","22 p.","application/pdf","18754","","","districtes","","http://hdl.handle.net/11703/85868","cat","","http://hdl.handle.net/11703/97273","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Establiments de concurrència pública | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Public areas | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería | Establecimientos de concurrencia pública","Comerç","bases ús públic","Ordenació singular de terrasses de l'avinguda Mistral [2015] [versió presentació]","","text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella","Barcelona. Districte 1. Ciutat Vella | Barcelona. District 1. Ciutat Vella | Barcelona. Distrito 1. Ciutat Vella","2016","Si","2016","2016","","","","","Substitueix la Normativa per interpretar música a la via pública del Districte de Ciutat Vella [2015] [http://hdl.handle.net/11703/84007]","","Plànols dels punts de música disponibles al Districte de Ciutat Vella","application/pdf","11 p.","application/pdf","","","","districtes","","http://hdl.handle.net/11703/97470","cat","","","","","","","","http://hdl.handle.net/11703/84007","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Espais públics | Música | Músics ambulants | Public spaces | Music | Street music | Espacios públicos | Música | Músicos callejeros","Cultura i oci","bases ús públic","Normativa per interpretar música a la via pública del Districte de Ciutat Vella [2016]","Normativa músics de carrer 2016","text","info:eu-repo/semantics/other",""
"Districte 5. Sarrià-Sant Gervasi","Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. Distrito 5. Sarrià-Sant Gervasi","","Si","2012-01-12","2012-01-31","","2012-01-31","Aprovat per Decret de l'Alcaldia 12-01-2012","Derogat parcialment per l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/85856] | Afectat per l'Ordenació singular de terrasses de l'avinguda Diagonal, en el tram comprès entra la plaça Francesc Macià i el Passeig de Gràcia [2016] [http://hdl.handle.net/11703/91775]","Substitueix el Pla regulador de les autoritzacions de terrasses al Districte de Sarrià-Sant Gervasi [2004] [http://hdl.handle.net/11703/86397]","","","application/pdf","8 p.","application/pdf","9535","","Butlletí Oficial de la Província de Barcelona (30-01-2012)","districtes","","http://hdl.handle.net/11703/85857","cat","","","","","","","","http://hdl.handle.net/11703/86397","http://hdl.handle.net/11703/85856 | http://hdl.handle.net/11703/91775","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Establiments de concurrència pública | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Public areas | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería | Establecimientos de concurrencia pública","Comerç","bases ús públic","Pla regulador de les autoritzacions de terrasses al Districte de Sarrià-Sant Gervasi [2012]","","text","info:eu-repo/semantics/other",""
"Districte 2. Eixample","Barcelona. Districte 2. Eixample | Barcelona. District 2. Eixample | Barcelona. Distrito 2. Eixample","","Si","2007-04-26","2007-05-01","","2007-05-02","Aprovat per la Comissió de Govern del Districte de l'Eixample de 28-02-2007","Derogat parcialment per la Ordenança de terrasses [2014] [http://hdl.handle.net/11703/86856] | Afectat per l'Ordenació singular de terrasses de l'avinguda Diagonal, en el tram comprès entra la plaça Francesc Macià i el Passeig de Gràcia [2016] [http://hdl.handle.net/11703/91775]","","","","application/pdf","5 p.","application/pdf","6190","","Butlletí Oficial de la Província de Barcelona, núm. 104 (01-05-2007), p. 35-38","districtes","","http://hdl.handle.net/11703/85856","cat","","","","","","","","","http://hdl.handle.net/11703/86856 | http://hdl.handle.net/11703/91775","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Establiments de concurrència pública | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Public areas | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería | Establecimientos de concurrencia pública","Comerç","bases ús públic","Pla regulador de les autoritzacions de terrasses, vetlladors i mobiliari auxiliar al Districte de Eixample [2007]","","text","info:eu-repo/semantics/other",""
"Districte 5. Sarrià-Sant Gervasi","Barcelona. Districte 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Barri) | Bonanova, Plaça (Barcelona) | Barcelona. District 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Neighborhood) | Bonanova, Square (Barcelona) | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Barrio) | Bonanova, Plaza (Barcelona)","","Si","2015-07-22","2016-10-18","","2016-10-19","Aprovat per la Comissió de Govern de 22-07-2015 | Basat en el Capítol 6 de l'Ordenança de Terrasses [2013] [http://hdl.handle.net/11703/86856]","","","","","application/pdf","14 p.","application/pdf","","OST-05-2015/01","Butlletí Oficial de la Província de Barcelona (18-10-2016)","districtes","","http://hdl.handle.net/11703/98637","cat","","","http://hdl.handle.net/11703/97932","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería","Comerç","bases ús públic","Ordenació singular de terrasses de la Plaça de la Bonanova [2015]","","text","info:eu-repo/semantics/other",""
"Districte 6. Gràcia","Barcelona. Districte 6. Gràcia | Vila de Gràcia (Barcelona : Barri) | Nord, Plaça (Barcelona) | Verntallat, Carrer (Barcelona) | Alzina, Carrer (Barcelona) | Barcelona. District 6. Gràcia | Gràcia (Barcelona : Neighborhood) | Nord, Square (Barcelona) | Verntallat, Street (Barcelona) | Alzina, Street (Barcelona) | Barcelona. Distrito 6. Gràcia | Vila de Gràcia (Barcelona : Barrio) | Nord, Plaza (Barcelona) | Verntallat, Calle (Barcelona) | Alzina, Calle (Barcelona)","","Si","2017-10-26","2017-12-14","","2017-12-15","Aprovada per la Comissió de Govern de 26-10-2017 | Basat en l'article 79 de l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","","","","application/pdf","12 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (14-12-2017)","districtes","","http://hdl.handle.net/11703/106672","cat","","","http://hdl.handle.net/11703/86856","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Terrasses (Hoteleria) | Hoteleria | Bars | Restaurants | Establiments de concurrència pública | Public spaces | Bar terraces | Hospitality industry | Bars (Drinking establishments) | Restaurants | Public areas | Espacios públicos | Terrazas (Hostelería) | Hostelería | Bares | Restaurantes | Establecimientos de concurrencia pública","Comerç","bases ús públic","Ordenació singular de la Plaça del del Nord [2017]","Ordenació singular de terrasses de la Plaça del del Nord [2017]","text","info:eu-repo/semantics/other",""
"Districte 5. Sarrià-Sant Gervasi","Barcelona. Districte 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Barri) | Bon Pastor, Carrer (Barcelona) | Aribau, Carrer (Barcelona) | Barcelona. District 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Neighborhood) | Bon Pastor, Street (Barcelona) | Aribau, Street (Barcelona) | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Sarrià (Barcelona : Barrio) | Bon Pastor, Calle (Barcelona) | Aribau, Calle (Barcelona)","","Si","2015-07-22","2016-10-18","","2016-10-19","Aprovada per la Comissió de Govern de 22-07-2015 | Basat en l'article 80 de l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","","","","application/pdf","8 p.","application/pdf","","OST-05-2015/02","Butlletí Oficial de la Província de Barcelona (18-10-2016)","districtes","","http://hdl.handle.net/11703/98640","cat","","","http://hdl.handle.net/11703/86856","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Establiments de concurrència pública | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Public areas | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería | Establecimientos de concurrencia pública","Comerç","bases ús públic","Distribució prèvia de terrasses de l'espai existents a la cruïlla dels carrers de Bon Pastor i Aribau, al districte de Sarrià Sant Gervasi [2015]","","text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella","Barcelona. Districte 1. Ciutat Vella | Sant Pere, Santa Caterina i la Ribera (Barcelona : Barri) | Jaume Sabartés, Plaça de (Barcelona) | Barcelona. District 1. Ciutat Vella | Sant Pere, Santa Caterina i la Ribera (Barcelona : Neighborhood) | Jaume Sabartés, Square (Barcelona) | Barcelona. Distrito 1. Ciutat Vella | Sant Pere, Santa Caterina i la Ribera (Barcelona : Barrio) | Jaume Sabartés, Plaza de (Barcelona)","","Si","2016-05-26","2016-06-28","","2016-06-29","Aprovat per la Comissió de Govern de 26-05-2016 | Basat en l'article 80 de l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","","","","application/pdf","11 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (28-06-2016)","districtes","","http://hdl.handle.net/11703/97519","cat","","","http://hdl.handle.net/11703/86856","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Establiments de concurrència pública | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Public areas | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería | Establecimientos de concurrencia pública","Comerç","bases ús públic","Distribució prèvia de terrasses de la plaça Jaume Sabartés, al districte de Ciutat Vella [2016]","","text","info:eu-repo/semantics/other",""
"Districte 2. Eixample","Barcelona. Districte 2. Eixample | Mistral, Avinguda (Barcelona) | Nova Esquerra de l'Eixample (Barcelona : Barri) | Barcelona. District 2. Eixample | Mistral, Avenue (Barcelona) | Nova Esquerra de l'Eixample (Barcelona : Neighborhood) | Barcelona. Distrito 2. Eixample | Mistral, Avenida (Barcelona) | Nova Esquerra de l'Eixample (Barcelona : Barrio)","","Si","2015-10-21","2015-11-18","","2015-11-19","Aprovat per la Comissió de Govern de 21-10-2015 | Podeu consultar la versió no oficial a: http://hdl.handle.net/11703/85868","","","","","application/pdf","20 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (18-11-2015)","districtes","","http://hdl.handle.net/11703/97273","cat","","http://hdl.handle.net/11703/85868","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Establiments de concurrència pública | Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Public areas | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Establecimientos de concurrencia pública | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería","Comerç","bases ús públic","Ordenació singular de terrasses de l'Avinguda Mistral [2015]","","text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella","Barcelona. Districte 1. Ciutat Vella | Raval (Barcelona : Barri) | Pedró, Plaça (Barcelona) | Barcelona. District 1. Ciutat Vella | Raval (Barcelona : Neighborhood) | Pedró, Square (Barcelona) | Barcelona. Distrito 1. Ciutat Vella | Raval (Barcelona : Barrio) | Pedró, Plaza (Barcelona)","","Si","2016-05-26","2016-06-28","","2016-06-29","Aprovat per la Comissió de Govern de 26-05-2016 | Basat en l'article 80 de l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","","","","application/pdf","9 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (28-06-2016)","districtes","","http://hdl.handle.net/11703/97522","cat","","","http://hdl.handle.net/11703/86856","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Establiments de concurrència pública | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Public areas | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería | Establecimientos de concurrencia pública","Comerç","bases ús públic","Distribució prèvia de terrasses de la plaça Pedró, al districte de Ciutat Vella [2016]","","text","info:eu-repo/semantics/other",""
"Institut Municipal de Mercats (Barcelona)","Barcelona | Barcelona | Barcelona","2020","Si","2020-01-22","2020-02-03","","","","","","","","application/pdf","2 documents","application/pdf","","Núm. Exp. 29/20","Gaseta Municipal de Barcelona (03-02-2020)","organismes autònoms","","http://hdl.handle.net/11703/117107","cat","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Public spaces | Espacios públicos | Mercats | Markets | Mercados | Establiments de concurrència pública | Public areas | Establecimientos de concurrencia pública","Comerç","bases ús públic","Atorgament d'autoritzacions d'ús de les parades i magatzems dels mercats municipals de Barcelona [2020]","","text","info:eu-repo/semantics/other",""
"Districte 2. Eixample","Barcelona. Districte 2. Eixample | Sagrada Família (Barcelona : Barri) | Gaudí, Avinguda (Barcelona) | Barcelona. District 2. Eixample | Sagrada Família (Barcelona : Neighborhood) | Gaudí, Avenue (Barcelona) | Barcelona. Distrito 2. Eixample | Sagrada Família (Barcelona : Barrio) | Gaudí, Avenida (Barcelona)","","Si","2005-06-29","2005-07-09","","2005-07-10","Aprovat per l'Alcaldia el 29-06-2005","Derogat parcialment per la Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","Digitalitzat pel SEDAC","Anunci al BOP, text de la normativa i plànols","application/pdf","","application/pdf","","","Butlletí Oficial de la Província de Barcelona (09-07-2005)","districtes","","http://hdl.handle.net/11703/99807","cat","","","","","Reproducció digital del document  en suport original","","","","http://hdl.handle.net/11703/86856","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Establiments de concurrència pública | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Public areas | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería | Establecimientos de concurrencia pública","Comerç","bases ús públic | documents digitalitzats","Normativa que regula les condicions per a les llicències de vetlladors a l'Av. Gaudí [2005]","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella","Barcelona. Districte 1. Ciutat Vella | Barceloneta (Barcelona : Barri) | Maquinista, Carrer (Barcelona) | Barcelona. District 1. Ciutat Vella | Barceloneta (Barcelona : Neighborhood) | Maquinista, Street (Barcelona) | Barcelona. Distrito 1. Ciutat Vella | Barceloneta (Barcelona : Barrio) | Maquinista, Calle (Barcelona)","","Si","2016-05-26","2016-06-28","","2016-06-29","Aprovat per la Comissió de Govern de 26-05-2016 | Basat en l'article 80 de l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","","","","application/pdf","10 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (28-06-2016)","districtes","","http://hdl.handle.net/11703/97518","cat","","","http://hdl.handle.net/11703/86856","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Establiments de concurrència pública | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Public areas | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería | Establecimientos de concurrencia pública","Comerç","bases ús públic","Distribució prèvia de terrasses del carrer Maquinista, al districte de Ciutat Vella de Barcelona [2016]","","text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella","Barcelona. Districte 1. Ciutat Vella | Gòtic (Barcelona : Barri) | Raval (Barcelona : Barri) | Rambla, La (Barcelona) | Barcelona. District 1. Ciutat Vella | Gòtic (Barcelona : Neighborhood) | Raval (Barcelona : Neighborhood) | Rambla, La (Barcelona) | Barcelona. Distrito 1. Ciutat Vella | Gòtic (Barcelona : Barrio) | Raval (Barcelona : Barrio) | Rambla, La (Barcelona)","2014","Si","2014-04-14","2014-06-19","","2014-06-20","Aprovat per Decret de l'Alcaldia de 14-04-2014","","","","","application/pdf","10 p.","application/pdf","13892","","Butlletí oficial de la província de Barcelona (19-06-2014)","districtes","","http://hdl.handle.net/11703/84384","cat","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Fires | Pintors | Dibuixants | Performance (Art) | Public spaces | Fairs | Painters | Drafters | Performance art | Espacios públicos | Ferias | Pintores | Dibujantes | Performance (Arte)","Cultura i oci","bases ús públic","Criteris d'ordenació i ocupació per a l'activitat de venda no sedentària de pintors i dibuixants a la Rambla de Barcelona [2014]","","text","info:eu-repo/semantics/other",""
"Districte 9. Sant Andreu","Barcelona. Districte 9. Sant Andreu | Sant Andreu (Barcelona : Barri) | Estació, Plaça (Barcelona) | Barcelona. District 9. Sant Andreu | Sant Andreu (Barcelona : Neighborhood) | Estació, Square (Barcelona) | Barcelona. Distrito 9. Sant Andreu | Sant Andreu (Barcelona : Barrio) | Estació, Plaza (Barcelona)","","Si","2017-03-02","2017-04-10","","2017-04-11","Aprovat per la Comissió de Govern de 02-03-2017","","Modifica l'Annex II de l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","","application/pdf","12 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (10-04-2017)","districtes","","http://hdl.handle.net/11703/101800","cat","","","","","","","http://hdl.handle.net/11703/86856","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Bars | Restaurants | Terrasses (Hoteleria) | Hoteleria | Establiments de concurrència pública | Public spaces | Bars (Drinking establishments) | Restaurants | Bar terraces | Hospitality industry | Public areas | Espacios públicos | Bares | Restaurantes | Terrazas (Hostelería) | Hostelería | Establecimientos de concurrencia pública","Comerç","bases ús públic","Ordenació singular de terrasses de la plaça de l'Estació [2017]","Ordenança de terrasses [2013] : modificació [2017-03-02]","text","info:eu-repo/semantics/other",""
"Districte 3. Sants-Montjuïc","Barcelona. Districte 3. Sants-Montjuïc | Hort Urbà Masia Can Mestres (Barcelona) | Can Clos, Camí (Barcelona) | Marina del Port (Barcelona : Barri) | Barcelona. District 3. Sants-Montjuïc | Hort Urbà Masia Can Mestres (Barcelona) | Can Clos, Camí (Barcelona) | Marina del Port (Barcelona : Neighborhood) | Barcelona. Distrito 3. Sants-Montjuïc | Hort Urbà Masia Can Mestres (Barcelona) | Can Clos, Camí (Barcelona) | Marina del Port (Barcelona : Barrio)","","","2016-09-05","2016-09-16","","2016-09-17","","","","","","application/pdf","2 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (16-09-2016)","districtes","","http://hdl.handle.net/11703/98162","cat","","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Horts | Agricultura urbana | Vegetable gardening | Urban agriculture | Huertos | Agricultura urbana","Medi rural i pesca","bases ús públic","Autorització d'ús de 20 parcel·les de l'Hort de Can Mestres [2016]","","text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella","Trompetes de Jaume I, Carrer (Barcelona) | Barcelona. Districte 1. Ciutat Vella | Gòtic (Barcelona : Barri) | Consolat de Mar, Carrer (Barcelona) | Laietana, Via (Barcelona) | Panses, Carrer (Barcelona) | Trompetes de Jaume I, Street (Barcelona) | Barcelona. District 1. Ciutat Vella | Gòtic (Barcelona : Neighborhood) | Consolat de Mar, Street (Barcelona) | Laietana, Via (Barcelona) | Panses, Street (Barcelona) | Trompetes de Jaume I, Calle (Barcelona) | Barcelona. Distrito 1. Ciutat Vella | Gòtic (Barcelona : Barrio) | Consolat de Mar, Calle (Barcelona) | Laietana, Via (Barcelona) | Panses, Calle (Barcelona)","","Si","2017-09-28","2017-12-01","","2017-12-02","Aprovada per la Comissió de Govern de 28-09-2017 | Basat en l'article 79 de l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","","","","application/pdf","7 p.","application/pdf","","OS 03058","Butlletí Oficial de la Província de Barcelona (01-12-2017)","districtes","","http://hdl.handle.net/11703/106490","cat","","","http://hdl.handle.net/11703/86856","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Terrasses (Hoteleria) | Hoteleria | Bars | Restaurants | Public spaces | Bar terraces | Hospitality industry | Bars (Drinking establishments) | Restaurants | Espacios públicos | Terrazas (Hostelería) | Hostelería | Bares | Restaurantes","Comerç","bases ús públic","Ordenació singular del Carrer Consolat Mar [2017]","Ordenació singular de terrasses del Carrer Consolat Mar [2017]","text","info:eu-repo/semantics/other",""
"Districte 6. Gràcia","Barcelona. Districte 6. Gràcia | Vila de Gràcia (Barcelona : Barri) | Sol, Plaça (Barcelona) | Planeta, Carrer (Barcelona) | Maspons, Carrer (Barcelona) | Xiquets de Valls, Carrer (Barcelona) | Cano, Carrer (Barcelona) | Barcelona. District 6. Gràcia | Vila de Gràcia (Barcelona : Neighborhood) | Sol, Square (Barcelona) | Planeta, Street (Barcelona) | Maspons, Street (Barcelona) | Xiquets de Valls, Street (Barcelona) | Cano, Street (Barcelona) | Barcelona. Distrito 6. Gràcia | Vila de Gràcia (Barcelona : Barrio) | Sol, Plaza (Barcelona) | Planeta, Calle (Barcelona) | Maspons, Calle (Barcelona) | Xiquets de Valls, Calle (Barcelona) | Cano, Calle (Barcelona)","","Si","2017-10-26","2017-12-14","","2017-12-15","Aprovada per la Comissió de Govern de 26-10-2017 | Basat en l'article 79 de l'Ordenança de terrasses [2013] [http://hdl.handle.net/11703/86856]","","","","","application/pdf","14 p.","application/pdf","","Núm. Exp. 06-2016OS-0002","Butlletí Oficial de la Província de Barcelona (14-12-2017)","districtes","","http://hdl.handle.net/11703/106681","cat","","","http://hdl.handle.net/11703/86856","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Espais públics | Terrasses (Hoteleria) | Hoteleria | Bars | Restaurants | Establiments de concurrència pública | Public spaces | Bar terraces | Hospitality industry | Bars (Drinking establishments) | Restaurants | Public areas | Espacios públicos | Terrazas (Hostelería) | Hostelería | Bares | Restaurantes | Establecimientos de concurrencia pública","Comerç","bases ús públic","Ordenació singular de la Plaça del Sol [2017]","Ordenació singular de terrasses de la Plaça del Sol [2017]","text","info:eu-repo/semantics/other",""
