"dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcformat","dcformatextent","dcformatmedium","dcidentifierimagurb","dcidentifierimagurbcd","dcidentifieruri","dcpublisher","dcrelation","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectforma","dcsubjectimagurb","dctitle","dctype","Unnamed: 27"
"Gri Espinagosa, Josep. Sector d'Urbanisme. Departament d'Arquitectura","","Barcelona. Districte 10. Sant Martí. Pellaires, Carrer (Barcelona). Fluvià, Carrer (Barcelona)","","2005-05-19","2005-10-04","Al pati d'aquest, s'hi alça una clàssica xemeneia industrial.. Pla general , contrapicat, de les cobertes i  façanes. Es conserva l'estructura de les  fàbriques tèxtils substituïdes ara per  empreses del sector artístic, com l'Estudi  Mariscal.S'esta estudiant obrir el c. Fluvià.","","","image/jpeg","1 fotografia","Digital. TIFF. Color","26864. 0117a002_06",117.0,"http://hdl.handle.net/11703/65496","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","EDIFICIS INDUSTRIALS. XEMENEIES. CARRERS. PALO ALTO","Palo Alto","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16747. DBGEDP01_03",53.0,"http://hdl.handle.net/11703/64255","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16761. DBGEDP02_06",53.0,"http://hdl.handle.net/11703/64269","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port de Barcelona]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16759. DBGEDP02_04",53.0,"http://hdl.handle.net/11703/64267","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port de Barcelona]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16739. DBGEDA02_04",52.0,"http://hdl.handle.net/11703/64247","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. AEROPORTS","[Aeroport]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16760. DBGEDP02_05",53.0,"http://hdl.handle.net/11703/64268","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16758. DBGEDP02_02",53.0,"http://hdl.handle.net/11703/64266","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16772. DBGEDP03_07",53.0,"http://hdl.handle.net/11703/64280","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16773. DBGEDP03_08",53.0,"http://hdl.handle.net/11703/64281","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16768. DBGEDP03_03",53.0,"http://hdl.handle.net/11703/64276","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16765. DBGEDP02_10",53.0,"http://hdl.handle.net/11703/64273","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16770. DBGEDP03_05",53.0,"http://hdl.handle.net/11703/64278","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16771. DBGEDP03_06",53.0,"http://hdl.handle.net/11703/64279","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16764. DBGEDP02_09",53.0,"http://hdl.handle.net/11703/64272","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PORTS","[Port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16776. DBGEDPR01_01",53.0,"http://hdl.handle.net/11703/64284","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó Model de Barcelona, Eixample]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16802. DBGEDPR02_10",53.0,"http://hdl.handle.net/11703/64310","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó Model de Barcelona, Eixample]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16793. DBGEDPR02_01",53.0,"http://hdl.handle.net/11703/64301","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó Model de Barcelona, Eixample]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16796. DBGEDPR02_04",53.0,"http://hdl.handle.net/11703/64304","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó Model de Barcelona, Eixample]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16800. DBGEDPR02_08",53.0,"http://hdl.handle.net/11703/64308","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó Model de Barcelona, Eixample]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16792. DBGEDPR01_17",53.0,"http://hdl.handle.net/11703/64300","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó Model de Barcelona, Eixample]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16815. DBGEDPR03_08",53.0,"http://hdl.handle.net/11703/64323","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó de la Trinitat, Sant Andreu]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16816. DBGEDPR03_09",53.0,"http://hdl.handle.net/11703/64324","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó de la Trinitat, Sant Andreu]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16811. DBGEDPR03_04",53.0,"http://hdl.handle.net/11703/64319","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó Model de Barcelona, Eixample]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16812. DBGEDPR03_05",53.0,"http://hdl.handle.net/11703/64320","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó Model de Barcelona, Eixample]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16808. DBGEDPR03_01",53.0,"http://hdl.handle.net/11703/64316","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. PRESONS","[Presó Model de Barcelona, Eixample]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16870. DBGEDHHE01_04",53.0,"http://hdl.handle.net/11703/64378","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. HOTELS","[Plaça d'Espanya]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16985. DBGFV02_08",53.0,"http://hdl.handle.net/11703/64493","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FOTOPLÀNOLS. VISTES AÈRIES","[Barcelona]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16984. DBGFV02_07",53.0,"http://hdl.handle.net/11703/64492","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","FOTOPLÀNOLS. VISTES AÈRIES","[Barcelona]","image",""
"Cunill, Julio. CBFOTO. Departament d'Arquitectura i Projectes Urbans","","Barcelona","","1981","2016","","","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Blanc i negre","LBGBCN2268_8_01",181.0,"http://hdl.handle.net/11703/98374","","","CC-BY-ND","openAccess","","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","plànols. documents digitalitzats","PLÀNOLS","Plànol general de Barcelona","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16943. DBGEDHHP01_08",53.0,"http://hdl.handle.net/11703/64451","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS. HOTELS","[Maqueta d'un hotel]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","17090. DBGHIS04_04",54.0,"http://hdl.handle.net/11703/64598","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","HISTÒRIA","[Imatge històrica del port]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona. Districte 1. Ciutat Vella. Barcelona. Districte 10. Sant Martí. Barceloneta (Barcelona : Barri)","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","17101. DBGHIS04_15",54.0,"http://hdl.handle.net/11703/64609","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","HISTÒRIA. PLATGES","[Terrenys entre la Barceloneta i el districte de Sant Martí, abans de les obres olímpiques]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","17099. DBGHIS04_13",54.0,"http://hdl.handle.net/11703/64607","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","HISTÒRIA","[Vies del tren]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","17094. DBGHIS04_08",54.0,"http://hdl.handle.net/11703/64602","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","HISTÒRIA. PLATGES","[Litoral de Barcelona]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","Barcelona. Districte 10. Sant Martí","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","17098. DBGHIS04_12",54.0,"http://hdl.handle.net/11703/64606","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","HISTÒRIA. PLATGES. EDIFICIS INDUSTRIALS","[Litoral del districte de Sant Martí]","image",""
"Cunill, Julio. CBFOTO. Departament d'Arquitectura i Projectes Urbans","","Barcelona. Districte 1. Ciutat Vella","","1984","2016","","Fotoplà del districte de Ciutat Vella per a l'exposició sobre plans i projectes de l'Àrea d'Urbanisme i Obres Públiques realitzada al Centre Cívic Can Farrero (Casa del Rellotge) a la Zona Franca, del 23 de juny al 23 de juliol de 1984.","Digitalitzat per Tecnodoc","image/jpeg","1 fotografia","Digitalitzat. TIFF. Color","LIEBG2933_02",181.0,"http://hdl.handle.net/11703/98457","","","CC-BY-ND","openAccess","","Cunill, Julio. CBFOTO. Ajuntament de Barcelona","http://creativecommons.org/licenses/by-nd/4.0/deed.ca","","plànols. documents digitalitzats","Ordenació del territori. Rehabilitació urbana. EXPOSICIONS","Fotoplà de Ciutat Vella","image",""
"Direcció de Serveis de Planejament. Gri Espinagosa, Josep","","Barcelona. Districte 7. Horta-Guinardó. Parc dels Tres Turons (Barcelona). Guinardó (Barcelona : Barri). Parc del Guinardó (Barcelona)","","2005-04-19","2008-10-22","Barbal, Imma. Panoràmica del Turó de la Rovira. Vista des del carrer Dos de Maig","","","image/jpeg","1 fotografia","Digital. TIFF. Color","29452. 0087a024_21",87.0,"http://hdl.handle.net/11703/65707","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies","Ordenació del territori. Rehabilitació urbana. PARCS. TURONS. BARBAL, Imma","Panoràmiques del Turó de la Rovira","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16707. DBGEDE01_19",52.0,"http://hdl.handle.net/11703/64215","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS","[Dispensario Central Antituberculoso]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16690. DBGEDE01_02",52.0,"http://hdl.handle.net/11703/64198","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS","[Casa del Guarda. Park Güell]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16695. DBGEDE01_07",52.0,"http://hdl.handle.net/11703/64203","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS","[Plaça del Pedró, Raval]","image",""
"Gabinet d'Estudis Urbanístics. Barnada López, Jaume","","","","","2003-10-07","","","","image/jpeg","1 diapositiva","Diapositiva. 24 X 36 cm. Color","16713. DBGEDE02_05",52.0,"http://hdl.handle.net/11703/64221","","","CC-BY","openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","fotografies. documents digitalitzats","EDIFICIS","[Les Tres Xemeneies]","image",""
